group_id,word,part_of_speech,meaning_en,meaning_th,examples,synonyms,antonyms,word_forms,difficulty,frequency
3,Enrichment,Noun,The action of improving or enhancing the quality or value of something.,การเสริมสร้าง,The school offers enrichment programs for gifted students.<br>Reading can provide a great intellectual enrichment.<br>The field trip was a great form of enrichment for the class., - , - ,enrich, advanced,medium
9,Epidemic,Noun,A widespread occurrence of an infectious disease in a community at a particular time.,โรคระบาด,The flu epidemic affected thousands of people.<br>The government took measures to control the epidemic.<br>Public warnings were issued to prevent the epidemic from spreading., - , - ,-,advanced,high
5,Exploitation,Noun,The action or fact of treating someone unfairly in order to benefit from their work.,การใช้ประโยชน์,The exploitation of natural resources can harm the environment.<br>The report criticizes the exploitation of workers.<br>We need to end the exploitation of the rainforest., - , - , - , intermediate,high
3,Formative,Adjective,"Serving to form something, especially having a profound influence on a person's development.",ที่มีส่วนในการก่อร่างสร้างตัว,The formative years of a child's education are crucial.<br>This was a formative experience in my career.<br>The professor's feedback was formative for my project., - , - , - , advanced,high
5,Fossil fuel,Phrase,"A natural fuel such as coal or gas, formed in the geological past from the remains of living organisms.",เชื้อเพลิงฟอสซิล,Burning fossil fuels releases a lot of carbon dioxide.<br>We need to move away from fossil fuels to renewable energy.<br>Coal and oil are common fossil fuels., - , - ,-,intermediate,high
5,Global warming,Phrase,A gradual increase in the overall temperature of the earth's atmosphere.,ภาวะโลกร้อน,Global warming is causing glaciers to melt.<br>Scientists are concerned about the effects of global warming.<br>Global warming is a major aspect of climate change., - , - ,-,intermediate,high
5,Greenhouse effect,Phrase,The trapping of the sun's warmth in a planet's lower atmosphere.,ปรากฏการณ์เรือนกระจก,The greenhouse effect is causing the planet to warm up.<br>Gases from factories contribute to the greenhouse effect.<br>The greenhouse effect is a natural process that has been accelerated by human activity., - , - ,-,intermediate,high
3,Holistic,Adjective,Characterized by the belief that the parts of something are interconnected and can be explained only by reference to the whole.,แบบองค์รวม,"A holistic approach to education focuses on the student's entire development, not just academic achievement.<br>We need to take a more holistic view of the problem.<br>The program promotes a holistic view of wellness, including mind, body, and spirit.", - , - ,holistically, advanced,medium
7,Human rights,Phrase,A right that is believed to belong to every person.,สิทธิมนุษยชน,The organization is dedicated to protecting human rights.<br>Freedom of speech is a fundamental human right.<br>The report documented widespread human rights abuses., - , - ,-, intermediate,high
9,Immunize,Verb,"To make a person or animal immune or resistant to an infectious disease, typically by inoculation.",สร้างภูมิคุ้มกัน,Children are immunized against a range of diseases.<br>The vaccine is used to immunize people against the virus.<br>The goal is to immunize the entire population., - , - , immunization, advanced,low
3,Incentive,Noun,A thing that motivates or encourages one to do something.,"สิ่งจูงใจ, แรงกระตุ้น",The scholarship serves as an incentive for students to study hard.<br>The company offers a financial incentive for employees to improve their performance.<br>What is your incentive for taking this course?, - , - , - ,intermediate,high
2,Infrastructure,Noun,The basic physical and organizational structures and facilities needed for the operation of a society or enterprise.,โครงสร้างพื้นฐาน,Investing in digital infrastructure is key to economic growth.<br>The country's internet infrastructure is not very reliable.<br>Poor infrastructure can hinder a country's development., - , - , - ,intermediate,medium
3,Innate,Adjective,Inborn; natural.,"ที่มีมาแต่กำเนิด, โดยธรรมชาติ",She has an innate talent for music.<br>Some scientists believe that language ability is innate.<br>He has an innate sense of humor., - , - ,innately, advanced,medium
13,Innovation,Noun,The action or process of inventing or creating something new.,นวัตกรรม,The company is a leader in technological innovation.<br>Innovation is key to economic growth.<br>The new product is a result of great innovation., - , - , innovative,advanced,high
3,Integrate,Verb,To combine (one thing) with another so that they become a whole.,"บูรณาการ, รวมเข้าด้วยกัน",The curriculum aims to integrate art and science.<br>The company is trying to integrate the new system with the old one.<br>You need to integrate your new ideas with the existing framework., - , - , integrated,intermediate,high
